iter	Logloss
395	0.3643636053
396	0.3638032797
397	0.3634430465
398	0.362800023
399	0.3624176965
400	0.361814911
401	0.3614790421
402	0.3609328142
403	0.360588621
404	0.3597690526
405	0.3594301475
406	0.3590609416
407	0.3587971411
408	0.3584487097
409	0.3578975582
410	0.3573841626
411	0.356964545
412	0.3563804975
413	0.3559238238
414	0.3553160381
415	0.3550018281
416	0.354436388
417	0.354098296
418	0.3533923514
419	0.3531151736
420	0.3525662816
421	0.3523432432
422	0.352114929
423	0.3516232083
424	0.3512760368
425	0.3508076881
426	0.3503861059
427	0.349996129
428	0.3497112913
429	0.349266176
430	0.34898232
431	0.3486781839
432	0.3482420046
433	0.3478108143
434	0.3472277667
435	0.3468724549
436	0.3466072109
437	0.3460995721
438	0.3454225341
439	0.3451246287
440	0.3445489619
441	0.3440877086
442	0.343642012
443	0.3431670057
444	0.3427328068
445	0.3421820593
446	0.3416816616
447	0.3414456253
448	0.3409234697
449	0.3404675814
450	0.3399894643
451	0.3396470844
452	0.3392911708
453	0.3388820107
454	0.3384318688
455	0.3379369052
456	0.3373744726
457	0.3370475831
458	0.3364798378
459	0.3361178769
460	0.3356765747
461	0.3352283632
462	0.3347431943
463	0.3342597569
464	0.3337933814
465	0.333427716
466	0.3328359776
467	0.3323694857
468	0.3320369695
469	0.3315987011
470	0.3312729436
471	0.3308970813
472	0.3305125119
473	0.3303098521
474	0.3298934708
475	0.3295805027
476	0.3293372051
477	0.3290004964
478	0.3286518896
479	0.3283731984
480	0.3279701985
481	0.3276536211
482	0.3272872807
483	0.3267054887
484	0.3260077985
485	0.3256012292
486	0.3252018966
487	0.3249333445
488	0.3245451777
489	0.3241648025
490	0.3238023297
491	0.3235599708
492	0.3231044256
493	0.3227843422
494	0.3224666521
495	0.3220731569
496	0.3217124808
497	0.3214745891
498	0.3210108794
499	0.3203524883
500	0.319972276
501	0.3195077637
502	0.3192089367
503	0.3188844612
504	0.318625455
505	0.3183086477
506	0.3180748476
507	0.3177709495
508	0.3174412375
509	0.3171650941
510	0.3167093354
511	0.3163579996
512	0.3159702471
513	0.3157277069
514	0.3153611826
515	0.3150881255
516	0.3147161263
517	0.3143533517
518	0.3138705423
519	0.3135597007
520	0.3130764812
521	0.3128424556
522	0.3124529986
523	0.3119905431
524	0.3114377763
525	0.3107576019
526	0.310371007
527	0.31019355
528	0.3095795401
529	0.3091346174
530	0.3088657651
531	0.3084895028
532	0.3080753355
533	0.307784191
534	0.3075068566
535	0.3071246552
536	0.3065557676
537	0.3061388802
538	0.3058023413
539	0.3054377052
540	0.3050399294
541	0.3046621916
542	0.3044242619
543	0.3041085076
544	0.3038504586
545	0.3034673649
546	0.3030886047
547	0.3027867891
548	0.3024632448
549	0.3022235592
550	0.3018939577
551	0.3014472423
552	0.3012578205
553	0.3008893317
554	0.3005254133
555	0.3000872596
556	0.2998227475
557	0.299460762
558	0.2992019813
559	0.2989539295
560	0.2985734001
561	0.298338846
562	0.2979932765
563	0.297351816
564	0.2971368112
565	0.2964795009
566	0.2962713406
567	0.2959476967
568	0.2957830031
569	0.2953415371
570	0.295117281
571	0.2948962648
572	0.2945172317
573	0.294149105
574	0.2937462501
575	0.2936327084
576	0.2931654189
577	0.2929360898
578	0.2927463984
579	0.2924574044
580	0.2922078057
581	0.2919274931
582	0.2914442972
583	0.2911006919
584	0.2907571437
585	0.2904194422
586	0.289852451
587	0.2896158121
588	0.2892581643
589	0.2889154687
590	0.2886336944
591	0.2881681648
592	0.2878133679
593	0.28729298
594	0.2869692276
595	0.2867004542
596	0.28640174
597	0.2862161047
598	0.285966544
599	0.2857182021
600	0.2855760495
601	0.2851987724
602	0.2847647767
603	0.2843569043
604	0.2839404511
605	0.2837265103
606	0.2835134746
607	0.2831344956
608	0.282839123
609	0.2825513613
610	0.2824028335
611	0.2820611191
612	0.281774564
613	0.2816172974
614	0.2813777643
615	0.2810094537
616	0.2807434906
617	0.2805944594
618	0.2803572668
619	0.2799665383
620	0.2796164602
621	0.2794311887
622	0.2790424499
623	0.2786571635
624	0.2783655642
625	0.2778389258
626	0.2776221902
627	0.2771982949
628	0.2769405586
629	0.2764647957
630	0.2762751868
631	0.275961569
632	0.2755935283
633	0.2755661891
634	0.2752764418
635	0.2747147143
636	0.274423321
637	0.2740620613
638	0.2738505255
639	0.2736012709
640	0.2734232169
641	0.2731597292
642	0.2728378541
643	0.2726301111
644	0.2722278722
645	0.2719037328
646	0.2718573871
647	0.2716821472
648	0.2715314587
649	0.2713337027
650	0.2711314128
651	0.270680644
652	0.2704885795
653	0.2702139098
654	0.2699176774
655	0.2696454921
656	0.269485384
657	0.2692501968
658	0.2689286057
659	0.2685789028
660	0.2682724201
661	0.2680856594
662	0.2677811313
663	0.2674565607
664	0.2671265115
665	0.2668480015
666	0.2665619076
667	0.266106098
668	0.265827253
669	0.2656018045
670	0.2652932234
671	0.2650689356
672	0.2647197066
673	0.2644647647
674	0.2641280807
675	0.2638958237
676	0.263496836
677	0.2631986546
678	0.2627841056
679	0.2625966993
680	0.2622905302
681	0.2620865763
682	0.2617709234
683	0.2614420601
684	0.2611508187
685	0.2608357161
686	0.2604975714
687	0.2601940372
688	0.2599457956
689	0.2597274097
690	0.2594793701
691	0.2591185043
692	0.2587935257
693	0.2584806781
694	0.2583084825
695	0.2580732367
696	0.2577314088
697	0.2574158091
698	0.25711687
699	0.2569257501
700	0.2566702693
701	0.2563969097
702	0.2561511489
703	0.2558395976
704	0.2556336627
705	0.255362841
706	0.2550664175
707	0.2548039322
708	0.254710812
709	0.2545156688
710	0.2542776345
711	0.2539672291
712	0.2535759002
713	0.2531918127
714	0.2529512542
715	0.2525381068
716	0.2521911415
717	0.2518730966
718	0.2515308961
719	0.251179952
720	0.2508920267
721	0.2507662413
722	0.2505657586
723	0.250257529
724	0.2500384043
725	0.2498618051
726	0.2496623895
727	0.249398318
728	0.2491287845
729	0.248866543
730	0.2486463783
731	0.248423922
732	0.2481353456
733	0.2478458076
734	0.2475318733
735	0.2472743775
736	0.2466916695
737	0.2463227546
738	0.2460309896
739	0.2459239746
740	0.2457503401
741	0.2454639922
742	0.2452680162
743	0.2450662302
744	0.2448043603
745	0.2446035852
746	0.2443738749
747	0.2440869448
748	0.2438933447
749	0.2436744508
750	0.2434138542
751	0.2432451188
752	0.2430534754
753	0.2427784093
754	0.2424023336
755	0.2422753624
756	0.2418199279
757	0.2415107164
758	0.2412965155
759	0.2411645133
760	0.2409219775
761	0.2407248318
762	0.240595169
763	0.2403159793
764	0.2400688491
765	0.2397412925
766	0.2395924888
767	0.2394212204
768	0.2392415011
769	0.2389772058
770	0.2386308989
771	0.2384600868
772	0.2382782424
773	0.2379895769
774	0.2377901113
775	0.2376125989
776	0.2375019577
777	0.2372336401
778	0.2369454141
779	0.2367246602
780	0.2364653685
781	0.2362068845
782	0.2359989188
783	0.2358457017
784	0.2357223488
785	0.2355532713
786	0.235265152
787	0.2349892728
788	0.2346547586
789	0.2344017683
790	0.2341481363
791	0.233805354
792	0.2334426704
793	0.2332842655
794	0.2330514893
795	0.2327744247
796	0.2324199138
797	0.2321130449
798	0.2319174998
799	0.2316186074
800	0.2314727424
801	0.23128287
802	0.2310233581
803	0.230794392
804	0.2305045066
805	0.2302076118
806	0.2299474771
807	0.2297853505
808	0.2295423868
809	0.2292908815
810	0.2289672174
811	0.2288175194
812	0.2286921304
813	0.2284560682
814	0.2282849085
815	0.2281600006
816	0.2279041703
817	0.2277520953
818	0.2275168046
819	0.2271296769
820	0.2268935631
821	0.2267012538
822	0.2265483586
823	0.2262890804
824	0.2262671041
825	0.2259269979
826	0.2257869942
827	0.2255727366
828	0.2252417178
829	0.2250286534
830	0.2249098727
831	0.2246495439
832	0.2242924124
833	0.2239772947
834	0.2237410734
835	0.2235787838
836	0.223331515
837	0.2231137217
838	0.2228379501
839	0.2225727797
840	0.2223300429
841	0.2220067064
842	0.2217489881
843	0.2215363521
844	0.2213715326
845	0.2211420142
846	0.2208122522
847	0.2205670618
848	0.2202759223
849	0.2201449715
850	0.2199218002
851	0.2198099007
852	0.2195005933
853	0.2191953566
854	0.2189475082
855	0.2187705047
856	0.2183574403
857	0.2183008639
858	0.2181653794
859	0.2179701242
860	0.217601441
861	0.217423135
862	0.2172617483
863	0.2170906325
864	0.2168595277
865	0.216504476
866	0.2163118807
867	0.2161501466
868	0.2159057182
869	0.2158129564
870	0.2155726632
871	0.2151597678
872	0.2148469039
873	0.214678354
874	0.2144589798
875	0.2141235377
876	0.2139475842
877	0.2137442574
878	0.2133977471
879	0.213246606
880	0.213063164
881	0.212792693
882	0.2124646602
883	0.2122218358
884	0.2120252054
885	0.2118343353
886	0.2116615565
887	0.2113767662
888	0.2111523948
889	0.210884654
890	0.2106739661
891	0.2104698128
892	0.2103481724
893	0.2101600014
894	0.2098658447
895	0.20968066
896	0.209413647
897	0.2091926263
898	0.2089792092
899	0.2087392569
900	0.2084477782
901	0.2082137201
902	0.2079338803
903	0.2077374158
904	0.207561599
905	0.2073070598
906	0.207100957
907	0.2068860753
908	0.2066115372
909	0.2062739443
910	0.2060203457
911	0.2058458246
912	0.2056032868
913	0.2054738674
914	0.2052725002
915	0.2050171136
916	0.2047221876
917	0.2045784317
918	0.2043915827
919	0.2041424471
920	0.2039199171
921	0.2038108807
922	0.2036173833
923	0.2033190676
924	0.2030638663
925	0.2028005043
926	0.2026260787
927	0.2023866546
928	0.2022326324
929	0.2020816131
930	0.2019467917
931	0.2018673629
932	0.201594044
933	0.2014315573
934	0.201275989
935	0.2010799602
936	0.2007711857
937	0.2005188783
938	0.2002343309
939	0.2000486272
940	0.1998250549
941	0.1995215692
942	0.1993092032
943	0.1991553658
944	0.1990576571
945	0.1987982866
946	0.1985848786
947	0.1983420397
948	0.1981171172
949	0.1978987033
950	0.1976806822
951	0.1975133419
952	0.1972957189
953	0.1970762157
954	0.1968440603
955	0.1966852139
956	0.1964605911
957	0.1963475549
958	0.1961658099
959	0.1959703062
960	0.1957382244
961	0.1955468997
962	0.1953766299
963	0.1951306718
964	0.1949459635
965	0.1947799243
966	0.1946337941
967	0.1944575601
968	0.1943553835
969	0.1941632511
970	0.1939950303
971	0.1938080837
972	0.1935842582
973	0.1933484549
974	0.193179866
975	0.1930525572
976	0.1928703998
977	0.1927652466
978	0.1925482074
979	0.1922993402
980	0.1921460348
981	0.1919728671
982	0.1917991867
983	0.1915452338
984	0.1913664959
985	0.1911352613
986	0.1909369639
987	0.1907563034
988	0.190570582
989	0.1903649226
990	0.1901245767
991	0.1898948564
992	0.1897030121
993	0.1895115249
994	0.189297107
995	0.1891572849
996	0.1889472779
997	0.1887557438
998	0.1886285962
999	0.1884467213
67241452
999	0.1765507265
